Date,Portfolio_Value,Daily_Return
2023-10-02,0.9814410900328959,0.0
2023-10-03,1.0128400269058542,0.03199268625680407
2023-10-04,1.0437297582103953,0.03049813443778171
2023-10-05,1.0627828169551776,0.01825478156093885
2023-10-06,1.0323590248649697,-0.028626537430639587
2023-10-09,1.0301839689330952,-0.002106879369954684
2023-10-10,1.022845651051998,-0.007123308168634157
2023-10-11,1.004918591331843,-0.017526651945693916
2023-10-12,0.9847695259921891,-0.020050445392745586
2023-10-13,0.9522839257245027,-0.032988023502205865
2023-10-16,0.9202243626967017,-0.03366597100062352
2023-10-17,0.8955969497037568,-0.02676240055281165
2023-10-18,0.8629964376382834,-0.03640087438468487
2023-10-19,0.8384899240241452,-0.02839700437374204
2023-10-20,0.83599399128814,-0.0029766997366248438
2023-10-23,0.8388053582546744,0.003362903317286392
2023-10-24,0.8517444867403212,0.015425662650235816
2023-10-25,0.8933801699949236,0.04888283270719462
2023-10-26,0.9378522597252318,0.04977958009809069
2023-10-27,1.0004001741140218,0.06669271597971638
2023-10-30,1.060320663948089,0.059896520796924424
2023-10-31,1.1156129449478496,0.05214675416574499
2023-11-01,1.1540858738392312,0.03448591114472954
2023-11-02,1.18318974070302,0.025218112034393725
2023-11-03,1.2331217151868894,0.04220115571167904
2023-11-06,1.260453339685557,0.022164579669676332
2023-11-07,1.3021995840754337,0.03312002362601607
2023-11-08,1.3573932632205388,0.04238496142992765
2023-11-09,1.4142420543424403,0.04188085550610632
2023-11-10,1.4533101151345769,0.027624734162145614
2023-11-13,1.5372458093508863,0.05775484071996351
2023-11-14,1.56259798059891,0.016491943639598494
2023-11-15,1.5887750784999788,0.016752292160927773
2023-11-16,1.6121415463217332,0.014707222021518307
2023-11-17,1.63849543274944,0.016347129374487013
2023-11-20,1.611879592085813,-0.016244073759158928
2023-11-21,1.64678837649566,0.021657191133410914
2023-11-22,1.6538554247672226,0.004291412529034977
2023-11-24,1.6639553000291585,0.00610686708806929
2023-11-27,1.6763324527126093,0.007438392535685345
2023-11-28,1.691826726445471,0.009242959955699126
2023-11-29,1.6832519380124578,-0.00506836090184537
2023-11-30,1.6861731657324337,0.0017354667201068263
2023-12-01,1.6748867090710913,-0.006693533553204123
2023-12-04,1.7158522810675445,0.0244587122069726
2023-12-05,1.7924247858056719,0.0446265133560837
2023-12-06,1.8785591042538488,0.04805463477758187
2023-12-07,2.0091709753309837,0.06952768788662267
2023-12-08,2.102435009148625,0.04641916241213728
2023-12-11,2.2186382917754686,0.05527080842984056
2023-12-12,2.3701062878462245,0.06827070308497363
2023-12-13,2.398509865051588,0.011984094279237745
2023-12-14,2.4474919322225976,0.02042187438322518
2023-12-15,2.4593900955574535,0.004861369787662939
2023-12-18,2.507219481031257,0.019447661255610038
2023-12-19,2.503594109801389,-0.0014459728226015045
2023-12-20,2.5645686215870405,0.024354791196760095
2023-12-21,2.577842979028933,0.005176058589408283
2023-12-22,2.5020172803003824,-0.029414397752462795
2023-12-26,2.358093605921669,-0.05752305370226474
2023-12-27,2.2098458819522357,-0.06286761628001203
2023-12-28,2.079085864868658,-0.05917155497199689
2023-12-29,2.00879069348881,-0.03381061483205705
2024-01-02,1.9857283294728583,-0.01148072026155078
2024-01-03,2.0065927011730067,0.010507163236013861
2024-01-04,2.066051936493258,0.029631940396021905
2024-01-05,2.129568312970989,0.030742875024496463
2024-01-08,2.1051726605864767,-0.01145567964921379
2024-01-09,2.0675605532419468,-0.01786651900279368
2024-01-10,2.060724216879405,-0.003306474556124761
2024-01-11,2.087514781256529,0.013000557841598592
2024-01-12,2.1112758751349645,0.011382479344234087
2024-01-16,2.191258988674411,0.03788378131035741
2024-01-17,2.3209561153889435,0.059188406019040185
2024-01-18,2.444769973890006,0.0533460575493534
2024-01-19,2.489684671559668,0.01837174791467011
2024-01-22,2.5684202086560446,0.031624702515862246
2024-01-23,2.638908021816984,0.02744403463396794
2024-01-24,2.5696277491647828,-0.026253386658205424
2024-01-25,2.5101128028017308,-0.02316092141454984
2024-01-26,2.520647671150527,0.004196970087176011
2024-01-29,2.4559241193496066,-0.025677349731062504
2024-01-30,2.464885875785602,0.003649036371029535
2024-01-31,2.4637238967863992,-0.0004714129001337497
2024-02-01,2.489869003096963,0.010612027729514084
2024-02-02,2.4898500742016614,-7.602365938885747e-06
2024-02-05,2.5096837711906397,0.007965819787497663
2024-02-06,2.4801594440770387,-0.011764162263197875
2024-02-07,2.516021440223375,0.014459552683993682
2024-02-08,2.561682501076763,0.018148120728786132
2024-02-09,2.5752412895392878,0.005292923091298585
2024-02-12,2.500954421194695,-0.028846566201912283
2024-02-13,2.4820258963412134,-0.007568520518834276
2024-02-14,2.4748455262594597,-0.0028929472864639427
2024-02-15,2.473585946947058,-0.0005089526998904859
2024-02-16,2.485505711874007,0.004818819795471718
2024-02-20,2.5514117771950984,0.026516159269414752
2024-02-21,2.65550018142318,0.04079639561063386
2024-02-22,2.63417944206494,-0.008028897722316741
2024-02-23,2.6937594955591155,0.022618069423345988
2024-02-26,2.7534235038483863,0.022148973725246046
2024-02-27,2.9163953302923318,0.059188797588225706
2024-02-28,2.876932030863716,-0.013531532923096501
2024-02-29,2.924104649107277,0.016396848357032257
2024-03-01,2.898871093160463,-0.008629498248127976
2024-03-04,2.8633649103402323,-0.01224827930569361
2024-03-05,2.9440688510662243,0.028185000254264736
2024-03-06,2.9547572552464225,0.003630487166197627
2024-03-07,2.8897915481028127,-0.021986817031503292
2024-03-08,2.8425438385741773,-0.016349867712657007
2024-03-11,2.7842286985898155,-0.020515124232389215
2024-03-12,2.690253640486644,-0.033752636107360345
2024-03-13,2.6376486294912014,-0.01955392242715326
2024-03-14,2.6118862804429384,-0.009767164875646328
2024-03-15,2.703054768573554,0.034905228766374474
2024-03-18,2.66828495784557,-0.01286315435862695
2024-03-19,2.6649844359995334,-0.001236945040795523
2024-03-20,2.7028491208258,0.0142082198735487
2024-03-21,2.7041744038157707,0.0004903281429062822
2024-03-22,2.764950682864446,0.022474984957669975
2024-03-25,2.7801915489590345,0.005512165619821818
2024-03-26,2.792039224779366,0.004261460266925754
2024-03-27,2.763988926756765,-0.010046527202646205
2024-03-28,2.708847670510052,-0.019949883197041274
2024-04-01,2.690657653228252,-0.006715038826223485
2024-04-02,2.7319990792018802,0.015364803442766917
2024-04-03,2.654050093355299,-0.028531849238160545
2024-04-04,2.708187896322715,0.02039818430818463
2024-04-05,2.6911034702650567,-0.006308434536930085
2024-04-08,2.6152330922391487,-0.028193036374939306
2024-04-09,2.521662708831829,-0.035778984169707595
2024-04-10,2.4316753244737708,-0.03568573387824148
2024-04-11,2.3129377793076222,-0.04882952258103945
2024-04-12,2.180936876473686,-0.057070667449364176
2024-04-15,2.121630728069729,-0.027192968784978233
2024-04-16,2.104363198894219,-0.008138800474114638
